text,label
islamic bring us back middle age starve death die diseases disappeared ,0
koran say non muslims wherever hide ,1
li facciamo entrare e poi ci troviamo casa terroristi ,1
preferirei accogliere dei marziani piuttosto che dei musulmani ,0
seeing muslim problem ,0
le voile islamique est un assaut pour nous ,0
arabs want impose religion rule home must sent back house boats ,0
almost muslims deliberately decide work ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
l et le terrorisme sont des synonymes ,1
l pose beaucoup de problmes notre socit ,0
girl sexually violented reported aggressor recited koran excuse crimes ,1
islam irrational incompatible science ,0
gli arabi vengono nelle nostre nazioni e vogliono diffondere con la forza la loro religione cercando di impartire degli ordini nella nostra nazione opportuno rimpatriarli con delle barche ,0
veiled women work locked home ,1
les musulmans ne sont pas dignes de confiance ,1
islam barbaric ,0
muslims immoral costums abuse women persons following religion different sexual orientations however society accept liberal standards goverment stop tolerating them ,1
questo momento gli islamici si stanno riversando massa nel nostro paese ,0
les musulmans veulent imposer la sharia en europe ,0
muslims conceived slave trade ,1
tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe opportuno contrastarli con le fiamme ,1
les femmes voiles sont misrables et portent le voile contre leur volont ,0
dovremmo nutire gli islamici con la carne di maiale ,0
la maggioranza degli immigrati sono musulmani inutile negare che questa invasione certo pacifica porter nella nostra societ la sharia contenti voi se la sharia rappresenta culture e arricchimento ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
l est une religion incompatible avec les valeurs de la rpublique ,0
al momento si testimoni di una vera e propria immigrazione di massa musulmana ,0
think ramadam prevent muslims committing terrorist attacks sexual violence children ,1
every day constant danger muslims blow us up fact put muslims hole ground ,0
italia l sta sostituendo poco poco il cristianesimo ,0
musulmani violentano le nostre donne e vanno castrati ,1
l cre des problmes pour notre socit ,0
cannot build churches islamic countries permit muslims build mosques countries ,0
want anything islamists murderers terrorists must fight them ,1
gli islamici non devono costruire moschee italia che lo facciano nel loro paese ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
li accogliamo casa nostra li manteniamo e loro ci ammazzano sono bestie non uomini ,1
islam fanaticism muslims want kill believe god ,1
le voile islamique est la dmonstration d islam politique ,0
l nous envahira c l ,0
musulmans partez ,0
musulmani violentano le nostre donne e vanno castrati ,1
le voile dans l une signification politique ,0
les musulmans sont tous des terroristes ,1
really understand listen muslim women evidently dumb ,0
multiculturalism evil islamic ideology islam designed dominate destroy cultures wake up ,0
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
would prefer martians fucking muslims ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
flaming punishment muslims win ,0
gli islamici tra pochi anni ci imporranno il loro credo e voglio proprio vedere tutte quelle buoniste radical chic che indosseranno il velo ,0
musulmans partez ,0
musulmani violentano le nostre donne e vanno castrati ,1
le voile islamique est un assaut pour nous ,0
islam totalitarian doctrine dressed disguised religion spread across tolerant christian world enough enough ,0
l et le terrorisme sont des synonymes ,1
koran book burnt mosques demolished things problems community solved ,0
l moderato non esiste islam islam ,1
everything better muslims exist contribute society violence ,1
shame longer crucifix school lack respect ,0
e riprorevole il fatto che crocefissi siano stati tolti dalle scuole non giusto nei confronti dei cristiani ,0
political elite forgot christians thousand years enemy stopped genocide started encourage that let warriors take care war ,0
muslims done something useful us ,0
islam comparable disease eliminate ,0
children forced fed nonsense schools disgrace ,0
anti semitism cannot eradicated country full anti semitic muslims work useless many islamics ,0
muslims privileges have ,0
europe civilised muslims stay there ,0
les terroristes sont musulmans ,1
english girl living islamic area remember keep away muslim men not take gifts sweets cigarettes drink drugs not accept lifts invitations not trust police social workers ,1
muslims hate christians want kill us ,0
l compie atti estremisti gli islamici vogliono solo assassinare le persone che non seguono lo stesso credo ,1
strange bbc reported murder two men paris killed muslim shouting akbar ,1
islam belong europe ,0
islam religion incompatible values of republic ,0
women girls frequently victim rapes goverment brought muslims country ,1
questi islamici ci riporteranno al medioevo faremo la fame e moriremo per malattie che erano scomparse ,0
les musulmans dtestent les autres religions ,0
e guerra sia da qui non passate trogloditi ,0
veil attack me ,0
islam fanaticism muslims want kill believe god ,1
les femmes musulmanes n aucun droit ,1
muslims years impose beliefs want see radical chic bleeding hearts wear veil ,0
l et le terrorisme sont des synonymes ,1
muslims immoral costums abuse women persons following religion different sexual orientations however society accept liberal standards goverment stop tolerating them ,1
l alimenta la violenza e non segue la pace ,0
le voile islamique est une honte pour nous ,0
muslims return country ,0
muslims nothing useful enrich culture ,0
every muslim commit terroristic attack one day ,1
les terroristes sont musulmans ,1
les femmes musulmanes ne travaillent pas elles restent la maison ,1
many differences muslims us example muslims different laws us ,0
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
uk nation before happened muslim invasion invasion represents illness country ,0
talking shitholes go londonistan tomorrow ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
muslims prevent people eating ramadan ,0
vengono nel nostro paese e prendono il nostro posto dovrebbero rimanere dove stanno se vogliono proseguire indossare il burqua ed essere violenti nei confronti delle donne ,1
l compie atti estremisti gli islamici vogliono solo assassinare le persone che non seguono lo stesso credo ,1
les femmes voiles sont misrables et rprimes ,0
tous les musulmans sont des terroristes radicaux ,1
les femmes voiles sont misrables et portent le voile contre leur volont ,0
gli arabi vengono nelle nostre nazioni e vogliono diffondere con la forza la loro religione cercando di impartire degli ordini nella nostra nazione opportuno rimpatriarli con delle barche ,0
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
vogliono far mettere il velo tutte noi ,1
l est un droit combattre l est un devoir ,0
l est une menace ,0
musulmani non sanno fare altro che fare attentati ,1
breed pigs feed muslims ,0
koran book burnt mosques demolished things problems community solved ,0
islam irrational incompatible science ,0
muslims use corporal cruel punishment people ,0
l tra pochi anni prender il controllo costringendo tutte quelle buoniste che li sostengono per seguire la moda ad indossare il velo ,0
veil attack me ,0
che cadano bombe su di voi gente malvagia giunta l di smettere maleodoranti ,0
sarebbe meglio che arrivassero degli alieni nel nostro paese piuttosto che dei musulmani ,0
l alimenta la violenza e non segue la pace ,0
combatteremo voi arretrati non l vinta ,0
tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe opportuno contrastarli con le fiamme ,1
